comment,label,cleaned_comment
پرسنل خوب و مودب .,1,پرسنل خوب و مودب.
غذا و نوشابه خیلی خوب .,1,غذا و نوشابه خیلی خوب.
رستوران سنتی بسیار عالی با محیط خیلی خوب و غذای خوب .,1,رستوران سنتی بسیار عالی با محیط خیلی خوب و غذای خوب.
اتاق بزرگ بود و دلباز .,1,اتاق بزرگ بود و دلباز.
سرویس بهداشتی آن قدیمی بود .,1,سرویس بهداشتی آن قدیمی بود.
خیلی خوب بود و من راضی بودم .,1,خیلی خوب بود و من راضی بودم.
کارکنان هتل همکاری خیلی خوبی داشتند .,1,کارکنان هتل همکاری خیلی خوبی داشتند.
از زمان گذشته جز هتل‌‌های خوب مشهد بوده است .,1,از زمان گذشته جز هتل‌های خوب مشهد بوده است.
هتل بسیار آرامش بخش و دوست‌داشتنی است .,1,هتل بسیار آرامش‌بخش و دوست‌داشتنی است.
هتل خوب و راحتی بود .,1,هتل خوب و راحتی بود.
همه چیز عالی بود .,1,همه چیز عالی بود.
امکانات استخر قدیمی است و احتیاج به بازسازی دارد .,0,امکانات استخر قدیمی است و احتیاج به بازسازی دارد.
برخورد کارکنان بسیار خوب بود .,1,برخورد کارکنان بسیار خوب بود.
اتاق‌های بزرگ .,1,اتاق‌های بزرگ.
پرسنل مودب بودند .,1,پرسنل مودب بودند.
علی رقم قدیمی بودن سرویس خوبی دارد .,1,علی رقم قدیمی بودن سرویس خوبی دارد.
متناسب با قیمت اعلامی است .,1,متناسب با قیمت اعلامی است.
هتل خوبی بود .,1,هتل خوبی بود.
مخصوصا صبحانه هتل که عالی بود .,1,مخصوصا صبحانه هتل که عالی بود.
برخورد پرسنل هم خوب بود .,1,برخورد پرسنل هم خوب بود.
تنها مسئله قدیمی بودن هتل بود مخصوصا اتاق خواب خیلی قدیمی بود .,0,تنها مسئله قدیمی بودن هتل بود مخصوصا اتاق‌خواب خیلی قدیمی بود.
هتل خوبی بود .,1,هتل خوبی بود.
هتل نسبتا قدیمی و دارای امکانات محدودی است .,0,هتل نسبتا قدیمی و دارای امکانات محدودی است.
قیمت مناسب ارزیابی نمی‌شود .,0,قیمت مناسب ارزیابی نمی‌شود.
برخورد پرسنل خوب .,1,برخورد پرسنل خوب.
امنیت و راحتی عالی .,1,امنیت و راحتی عالی.
در کل متوسط رو به بالا ارزیابی می‌شود به خاطر قیمت .,1,در کل متوسط رو به بالا ارزیابی می‌شود به خاطر قیمت.
برخورد کارکنان بسیار خوب بود .,1,برخورد کارکنان بسیار خوب بود.
اتاق‌های بزرگ .,1,اتاق‌های بزرگ.
امکانات نسبتا قدیمی .,1,امکانات نسبتا قدیمی.
صبحانه بسیار عالی که روزتان را می‌سازد .,1,صبحانه بسیار عالی که روزتان را می‌سازد.
هتل تمیز .,1,هتل تمیز.
صبحانه خوب .,1,صبحانه خوب.
برخی پرسنل سن بالا وآموزش ندیده .,0,برخی پرسنل سن بالا وآموزش ندیده.
آرامش ومحیط خوب .,1,آرامش ومحیط خوب.
موکت‌ها بعضا کثیف .,0,موکت‌ها بعضا کثیف.
دید بالکن اتاق‌ها خوب .,1,دید بالکن اتاق‌ها خوب.
سرویس حرم کم .,0,سرویس حرم کم.
هتل خوبی هست در مجموع .,1,هتل خوبی هست در مجموع.
در کل هتل خوبی از نظر مکان و آرامش بود .,1,در کل هتل خوبی از نظر مکان و آرامش بود.
اتاق‌‌های بزرگ و تمیز .,1,اتاق‌های بزرگ و تمیز.
صبحانه و غذای خوب .,1,صبحانه و غذای خوب.
کافی‌شاپ خیلی خوب با منوی متنوع سالاد .,1,کافی‌شاپ خیلی خوب با منوی متنوع سالاد.
بسیارخوب .,1,بسیارخوب.
نحوه برخورد کارکنان عالی .,1,نحوه برخورد کارکنان عالی.
عالی بود .,1,عالی بود.
برخورد پرسنل بسیار عالی .,1,برخورد پرسنل بسیار عالی.
اتاق بسیار بزرگ .,1,اتاق بسیار بزرگ.
تجهیزات و لوازم داخل اتاق‌‌ها بسیار قدیمی .,0,تجهیزات و لوازم داخل اتاق‌ها بسیار قدیمی.
راهرو‌ها قدیمی بود .,0,راهرو‌ها قدیمی بود.
درعوض صبحانه بسیار عالی داشت .,1,درعوض صبحانه بسیار عالی داشت.
خوب بود .,1,خوب بود.
اتاقهایی بزرگ وتمیز .,1,اتاقهایی بزرگ وتمیز.
غذای رستورانها وکافی شاپ بی کیفیت .,0,غذای رستورانها وکافی شاپ بی‌کیفیت.
خیلی عالی و خوب بود .,1,خیلی عالی و خوب بود.
بسیار راضی هستم .,1,بسیار راضی هستم.
همه چیز خوب بود .,1,همه چیز خوب بود.
باقی بسیار عالی .,1,باقی بسیار عالی.
رستوران و کیفیت پایین غذا.,1,رستوران و کیفیت پایین غذا.
همه خوب .,1,همه خوب.
رفتار کارکنان که عالی است .,1,رفتار کارکنان که عالی است.
همه چیز خوب بود .,1,همه چیز خوب بود.
برخورد بسیار مناسب پرسنل .,1,برخورد بسیار مناسب پرسنل.
سوییت‌های عالی و بزرگ .,1,سوییت‌های عالی و بزرگ.
دسترسی عالی به مراکز مدرن تجاری مشهد .,1,دسترسی عالی به مراکز مدرن تجاری مشهد.
صبحانه سلف سرویس عالی .,1,صبحانه سلف‌سرویس عالی.
محیط بسیار خوب و به دور از همهمه .,1,محیط بسیار خوب و به دور از همهمه.
کارکنان مخصوصا در قسمت رستوران بسیار افتضاح و بد و آیین خدمات‌رسانی را انگار اصلا نمی‌دانند .,0,کارکنان مخصوصا در قسمت رستوران بسیار افتضاح و بد و آیین خدمات‌رسانی را انگار اصلا نمی‌دانند.
نحوه صحبت کردن‌ها هم انگار مناسب نیست .,0,نحوه صحبت کردن‌ها هم انگار مناسب نیست.
سوییت ویژه خوب و بزرگ و مرتب .,1,سوییت ویژه خوب و بزرگ و مرتب.
صبحانه خوب .,1,صبحانه خوب.
غذا داخل هتل بسیار معمولی .,0,غذا داخل هتل بسیار معمولی.
رستوران سنتی خیلی خوب با فضای باز باصفا .,1,رستوران سنتی خیلی خوب با فضای باز باصفا.
نان داغ کباب داغ خیلی خوب .,1,نان داغ کباب داغ خیلی خوب.
هتل خوبی بود .,1,هتل خوبی بود.
سرویس اتاق‌ها اصلا به روز نیست .,0,سرویس اتاق‌ها اصلا به‌روز نیست.
پتو‌‌ها قدیمی .,0,پتو‌ها قدیمی.
سرویس حمام و توالت‌‌ها قدیمی و کهنه هستند .,0,سرویس حمام و توالت‌ها قدیمی و کهنه هستند.
آرامش واقعی را در این هتل تجربه کردم .,1,آرامش واقعی را در این هتل تجربه کردم.
همه چیز مرتب و در حد عالی بود .,1,همه چیز مرتب و در حد عالی بود.
تخت خواب‌‌ها قدیمی بود .,0,تخت خواب‌ها قدیمی بود.
بسیارعالی بود .,1,بسیارعالی بود.
در مجموع همه چیز خوب بود .,1,در مجموع همه چیز خوب بود.
از ویژگی‌‌های این هتل برخورد محترمانه تمامی پرسنل بزرگوار این مجموعه با میهمان‌ها است .,1,از ویژگی‌های این هتل برخورد محترمانه تمامی پرسنل بزرگوار این مجموعه با میهمان‌ها است.
بسیار بسیار مناسب .,1,بسیار بسیار مناسب.
بسیار بسیار مناسب .,1,بسیار بسیار مناسب.
بسیار عالی بود .,1,بسیار عالی بود.
این هتل بسیار خوب بود .,1,این هتل بسیار خوب بود.
رسیدگی کارکنان به مسافران در سرو صبحانه و غذا ضعیف است .,0,رسیدگی کارکنان به مسافران در سرو صبحانه و غذا ضعیف است.
در کل برخورد پرسنل پذیرش و خانه‌داری خوب بود .,1,در کل برخورد پرسنل پذیرش و خانه‌داری خوب بود.
همکاری کارکنان خانه‌داری خیلی خوب بود .,1,همکاری کارکنان خانه‌داری خیلی خوب بود.
در ساعت مقرر پذیرش نشدم و این تاخیر خوشایند نبود .,0,در ساعت مقرر پذیرش نشدم و این تاخیر خوشایند نبود.
برای انجام کار‌های من موقعیت مناسبی نداشت .,0,برای انجام کار‌های من موقعیت مناسبی نداشت.
من از تمام امکانات ورزشی هتل استفاده کردم و بسیار خوب بود .,1,من از تمام امکانات ورزشی هتل استفاده کردم و بسیار خوب بود.
برخورد و رفتار پذیرشگر خوشایند نبود.,0,برخورد و رفتار پذیرشگر خوشایند نبود.
تمام پرسنل خانه‌داری به موقع سرویس‌دهی می‌کردند .,1,تمام پرسنل خانه‌داری به موقع سرویس‌دهی می‌کردند.
